수집일,템플릿ID,이름,썸네일날짜,카테고리,검색키워드,순위,페이지수,프리미엄,폭,높이,노출횟수,썸네일URL,노출후보플래그,신호라벨,신뢰도,판정규칙버전
2026-08-03,kmfk2q5y883g6t0p,남색 고급 추석 선물 홍보,2026-07-29,leaflet_2_stages,추석,279,2,O,640,455,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/30/kmfk2q5y883g6t0p/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k0yyzcda3omj06us,아이보리 전통 추석 안내,2026-07-29,post_card_102_152,추석,363,2,O,401,590,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/30/k0yyzcda3omj06us/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k1ew84x32vbnh3oc,베이지 심플 한우선물세트 홍보,2026-07-29,placard_hor,추석,403,,O,1280,230,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/30/k1ew84x32vbnh3oc/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kf6tv71853e358lf,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,calendar_desk_normal,추석,380,28,O,640,440,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kf6tv71853e358lf/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kjdwsejdz6o5fdai,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,427,2/28,O,640,440,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kjdwsejdz6o5fdai/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kjtzt27rc8g16izj,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,428,2/28,O,640,440,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kjtzt27rc8g16izj/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k2kla2480yo3pb27,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,429,2/28,O,640,440,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/k2kla2480yo3pb27/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kdhn4bt3g41f1ge2,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,430,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kdhn4bt3g41f1ge2/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k9vgsyd5zj0cyz59,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,431,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/k9vgsyd5zj0cyz59/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k070ze9vt2u6zkif,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,432,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/k070ze9vt2u6zkif/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kw5zczk37nml6sdt,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,433,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kw5zczk37nml6sdt/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k5mlr7qak1r8dppf,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,434,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/k5mlr7qak1r8dppf/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k4bqzykhwwy3py5v,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,435,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/k4bqzykhwwy3py5v/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k3cj45ny3nme32sv,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,436,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/k3cj45ny3nme32sv/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kv5wly9k1n8yy2yu,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,437,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kv5wly9k1n8yy2yu/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ki3p74lho7w4dlid,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,438,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/ki3p74lho7w4dlid/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kng5uktt9zn8ot4k,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,439,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kng5uktt9zn8ot4k/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,knk3fstskdu2j6ux,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,440,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/knk3fstskdu2j6ux/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kp6u1s14uqf8u8km,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,441,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kp6u1s14uqf8u8km/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k5d9f67bj7kj9uhz,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,442,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/k5d9f67bj7kj9uhz/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kagazlqqpmybzrpi,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,443,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kagazlqqpmybzrpi/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k457lk50p4frgoig,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,444,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/k457lk50p4frgoig/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k5zs605p4cys57f2,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,445,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/k5zs605p4cys57f2/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kh6soe3q6ivv2kjd,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,446,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kh6soe3q6ivv2kjd/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ktph23wpsrqkj6gu,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,447,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/ktph23wpsrqkj6gu/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,knt0mmygxu0aphoq,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,448,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/knt0mmygxu0aphoq/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kz0ywgeikdumhdig,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,449,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kz0ywgeikdumhdig/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kpxge4p97a1swqk8,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,450,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kpxge4p97a1swqk8/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k87z8dogcc1dnyqb,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,451,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/k87z8dogcc1dnyqb/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kn40jxb2l15kjtz1,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,452,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kn40jxb2l15kjtz1/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kd9pcvoga8liusac,다양한 컬러의 감성적인 일러스트가 들어간 달력,2026-07-29,all-types,추석,453,2/28,O,,,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/14/20/kd9pcvoga8liusac/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kavz3oghcwla91u9,블랙 심플 전통 명절 추석 감사,2026-07-29,sticker_square,추석,289,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/11/30/kavz3oghcwla91u9/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kn4s0mm4wzglaurc,주황 전통 추석 안내,2026-07-29,sticker_square,추석,374,,O,400,400,1,https://file.miricanvas.com/template_thumb/2026/07/29/11/30/kn4s0mm4wzglaurc/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kbvbdrwr6gjtro5w,베이지 깔끔 추석 인사,2026-07-29,web_post_ver,추석,405,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/11/30/kbvbdrwr6gjtro5w/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k0kp4yfxnlu3tv25,흑백 고급 추석선물전 홍보,2026-07-29,instagram_story,추석,290,,O,225,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/29/10/30/k0kp4yfxnlu3tv25/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kbx4cd7dioziwmew,여기가 얼마나 가을맛집인지 감도안옴 꽃게탕 대하구이 전어구이 포스터,2026-07-28,placard_poster_ver,추석,195,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/20/30/kbx4cd7dioziwmew/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k0w43i3uzdklmg38,얼마나 미쳤는지 감도안옴 쌈고기맛집 포스터,2026-07-28,placard_poster_ver,추석,292,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/20/30/k0w43i3uzdklmg38/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kb67bmg5h87sq2tm,남색 깔끔 추석선물 이벤트 홍보,2026-07-28,placard_poster_ver,추석,415,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/18/30/kb67bmg5h87sq2tm/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kennmh0gef4lapqp,흰색 전통 추석 안내,2026-07-28,sticker_square,추석,297,,O,265,265,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/17/30/kennmh0gef4lapqp/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kg1t34dabwk78ha7,주황 심플 한가위 안내,2026-07-28,sticker_square,추석,394,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/17/30/kg1t34dabwk78ha7/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kmdw6k6s9o3eznjj,노랑 전통 한가위 안내,2026-07-28,sticker_square,추석,413,,O,400,400,1,https://file.miricanvas.com/template_thumb/2026/07/28/17/30/kmdw6k6s9o3eznjj/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kf3isl50ernp5rkf,베이지색의 우아한 스토리 요소 프레젠테이션,2026-07-28,presentation,추석,163,14,O,640,360,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/16/30/kf3isl50ernp5rkf/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kmw39qab7vvfrk14,베이지색 미니멀리즘 스토리 요소 프레젠테이션,2026-07-28,presentation,추석,182,14,O,640,360,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/16/30/kmw39qab7vvfrk14/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k1nn7pl0rwhh8w0c,분홍 심플 한가위 특가전 홍보,2026-07-28,social_media_square,추석,320,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/16/30/k1nn7pl0rwhh8w0c/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kl2pkjxmafnkluxy,베이지색 빈티지 사회 학습 가이드 프레젠테이션,2026-07-28,presentation,추석,371,13,O,640,360,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/16/30/kl2pkjxmafnkluxy/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kgjkbbl9uuls851n,아이보리 단청 추석 한가위 기업 인사,2026-07-28,social_media_square,추석,376,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/16/30/kgjkbbl9uuls851n/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kq2k1pfx7y58ps91,베이지 깔끔 추석 할인 행사,2026-07-28,web_post_square,추석,356,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/15/30/kq2k1pfx7y58ps91/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kzm9bn2vlbtmh6n5,갈색 전통 추석맞이 할인행사,2026-07-28,social_media_square,추석,316,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/11/30/kzm9bn2vlbtmh6n5/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kc25jugiv9uez8hb,연노랑 사진 프레임 청첩장,2026-07-28,post_card_90_90,추석,333,2,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/11/30/kc25jugiv9uez8hb/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k4j8cc66hsqzwuvx,초록 심플 추석선물 홍보,2026-07-28,social_media_square,추석,373,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/11/30/k4j8cc66hsqzwuvx/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ko39vbk736baa89m,베이지와 브라운의 전통 한식당 컨셉 쿠폰 달력,2026-07-28,calendar_desk_small,추석,127,28,O,400,387,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/10/50/ko39vbk736baa89m/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ksjmaf1fn9w19beu,핑크 미니멀 화훼장식기능사 모집,2026-07-28,instagram_image_ver,추석,145,,O,320,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/10/30/ksjmaf1fn9w19beu/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k7k14tg2o3855brb,갈색 고급 뷰티힐링 프로모션,2026-07-28,ticket_hor,추석,214,2,O,800,374,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/10/30/k7k14tg2o3855brb/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,khm17szu13w2m496,보라 심플 추석선물세트 홍보,2026-07-28,poster_ver_print,추석,375,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/09/30/khm17szu13w2m496/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k16s0moibf9xwood,깔끔한 라인 일러스트의 신년 달력,2026-07-28,wall_calendar_a3,추석,284,14,O,292,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/08/50/k16s0moibf9xwood/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k6wa47e7bct5vab4,따뜻한 일러스트 느낌의 신년 달력,2026-07-28,wall_calendar_a3,추석,222,14,O,292,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/08/40/k6wa47e7bct5vab4/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ka8xjp0b7sgryj6v,흑백 깔끔 한의원 홍보,2026-07-28,plastic_bag_mican,추석,137,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/28/07/30/ka8xjp0b7sgryj6v/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k8ojr1r0rvnkdf36,갈색 빈티지 가을 달력 안내,2026-07-27,postcard_calendar_130_180,추석,172,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/18/30/k8ojr1r0rvnkdf36/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kdcw0z6i68esjcu2,흑백 미니멀 한가위 안내,2026-07-27,post_card_102_152,추석,425,2,O,272,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/18/30/kdcw0z6i68esjcu2/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k9rbfl1u6p3ap1n8,따뜻한 컨셉의 우표 일러스트,2026-07-27,wall_calendar_a3,추석,321,16,O,292,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/18/10/k9rbfl1u6p3ap1n8/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kvvox3ojbb97dyj2,베이지와 브라운의 전통 한식당 컨셉 쿠폰 달력,2026-07-27,wall_calendar_a3,추석,134,14,O,292,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/18/00/kvvox3ojbb97dyj2/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k057ykgs1l2wiaj4,연갈색과 갈색의 감성적인 모눈종이 컨셉 꽃가게 벽걸이 달력,2026-07-27,calendar_desk_small,추석,294,28,O,400,387,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/16/50/k057ykgs1l2wiaj4/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,khpoqp2d4huxcpgr,베이지 깔끔 진료시간 안내 공지,2026-07-27,placard_square,추석,264,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/16/30/khpoqp2d4huxcpgr/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,khxce1zrqsgtedq5,파랑 아기자기한 방학 추억 다이어리,2026-07-27,web_post_hor_poster,추석,291,,O,400,283,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/16/30/khxce1zrqsgtedq5/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k5db29m08nfz4gsm,흰색 전통 추석 감사 이벤트 홍보,2026-07-27,instagram_default,추석,355,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/16/30/k5db29m08nfz4gsm/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,knpli2f1a4ztuoyl,따뜻한 일러스트 느낌의 신년 달력,2026-07-27,calendar_desk_small,추석,147,28,O,400,387,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/16/20/knpli2f1a4ztuoyl/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kjf6jtrbb7aih6gt,깔끔한 라인 일러스트의 신년 달력,2026-07-27,calendar_desk_small,추석,212,28,O,400,387,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/16/00/kjf6jtrbb7aih6gt/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k19hzzhab5eltq07,따뜻한 컨셉의 우표 일러스트,2026-07-27,calendar_desk_small,추석,335,28,O,400,387,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/50/k19hzzhab5eltq07/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kr8ennyhdt0hbcya,아이보리 미니멀 참기름 들기름 선물세트 홍보,2026-07-27,instagram_default,추석,308,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/40/kr8ennyhdt0hbcya/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kc33zwef4m0lwoul,아이보리 미니멀 참기름 들기름 선물세트 홍보,2026-07-27,sticker_circle,추석,328,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/40/kc33zwef4m0lwoul/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,komfp9l0jembhkf4,회색 심플 추석전 세트 홍보,2026-07-27,instagram_default,추석,395,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/40/komfp9l0jembhkf4/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kivo5gprlushhenx,골드 전통 추석 연휴 안내,2026-07-27,instagram_default,추석,424,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/40/kivo5gprlushhenx/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ku0ib5c5b61vkh1p,회색 심플 추석전 세트 홍보,2026-07-27,sticker_circle,추석,346,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/30/ku0ib5c5b61vkh1p/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k9akjw45ktlo95sk,노랑 깔끔 한가위 안내,2026-07-27,web_post_square,추석,396,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/30/k9akjw45ktlo95sk/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k6s8jk306c4q5uny,알록달록한 귀여운 일상 일러스트 컨셉,2026-07-27,calendar_desk_small,추석,173,28,O,400,387,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/00/k6s8jk306c4q5uny/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kxcqz7dm35y06sby,주황 심플 추석 이벤트 홍보,2026-07-27,social_media_square,추석,296,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/14/30/kxcqz7dm35y06sby/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k0x9ub4shkvm4uq4,노랑 심플 추석 할인 홍보,2026-07-27,social_media_square,추석,367,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/14/30/k0x9ub4shkvm4uq4/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kwip9wjltgz79zm4,컬러풀하고 귀엽고 젊은 직장인 일러스트,2026-07-27,calendar_desk_small,추석,410,28,O,400,387,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/13/50/kwip9wjltgz79zm4/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kcnkzv1fsps9ymdh,친환경 미니멀리즘 스토리 가이드 프레젠테이션,2026-07-27,presentation,추석,156,14,O,640,360,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/13/30/kcnkzv1fsps9ymdh/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k487gc0cf24j7a4w,빨강 레트로 씨앗호떡 홍보,2026-07-27,poster_hor_print,추석,323,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/11/30/k487gc0cf24j7a4w/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kucrpavmt4gpamz8,빨강 레트로 씨앗호떡 홍보,2026-07-27,placard_square,추석,342,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/11/30/kucrpavmt4gpamz8/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k4y9hqlhmdp2qjdy,베이지 깔끔 추석 단체예약 안내,2026-07-27,banner,추석,350,,O,2268,6803,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/11/30/k4y9hqlhmdp2qjdy/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,khd96q5pjt1alr6j,친환경적이고 우아한 여행 계획,2026-07-27,presentation,추석,193,15,O,640,360,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/10/30/khd96q5pjt1alr6j/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kob24nm0fca4ukpw,베이지 깔끔 추석 연휴 안내,2026-07-27,mobile_sub_img2,추석,82,,O,1280,230,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/kob24nm0fca4ukpw/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k2zn59cthtmp8ywf,분홍색 아기자기한 국비지원 플로리스트 모집 안내,2026-07-27,instagram_image_ver,추석,215,,O,320,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/k2zn59cthtmp8ywf/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kptskd7g7207x4wf,회색 심플 추석전 세트 홍보,2026-07-27,placard_poster_ver,추석,287,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/kptskd7g7207x4wf/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kjtofc062hxeq29v,아이보리 미니멀 참기름 들기름 선물세트 홍보,2026-07-27,placard_poster_ver,추석,336,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/kjtofc062hxeq29v/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k234hhukxciu9l4s,갈색 고급 추석선물 이벤트 할인,2026-07-27,poster_ver_print,추석,383,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/k234hhukxciu9l4s/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ksmdub5638rjqr09,갈색 깔끔 추석 선물세트 홍보,2026-07-27,post_card_102_152,추석,406,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/ksmdub5638rjqr09/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kyjsh788yymmljpi,베이지 빈티지 역사 수업 발표,2026-07-24,presentation,추석,389,13,O,640,360,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/14/00/kyjsh788yymmljpi/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kd4kl52w22zwdt0w,카키 깔끔 안전 수칙 안내,2026-07-24,placard_hor,추석,307,,O,1280,230,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/13/30/kd4kl52w22zwdt0w/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kunjr1d9v6j0ge9a,베이지 전통 한가위 안내,2026-07-24,post_card_102_152,추석,404,2,O,272,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/13/30/kunjr1d9v6j0ge9a/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k8v7qlkuyqe5coik,노랑 심플 추석연휴 안내,2026-07-24,placard_poster_ver,추석,426,,O,282,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/13/30/k8v7qlkuyqe5coik/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kis9uk9gltvp57la,종이 오려 붙이기 수업용 덱,2026-07-24,presentation,추석,408,15,O,640,360,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/13/20/kis9uk9gltvp57la/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,khojzj0r6fm7rarz,주황 심플 추석 명절맞이 행사 안내,2026-07-24,banner,추석,286,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/11/30/khojzj0r6fm7rarz/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kw7628nqq4oe5za8,분홍 심플 추석 명절맞이 행사,2026-07-24,placard_square,추석,340,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/11/30/kw7628nqq4oe5za8/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k3ia0zb89pyy64l8,초록 전통 추석 안내,2026-07-24,social_media_square,추석,377,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/11/30/k3ia0zb89pyy64l8/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,knkl037xeum6cft3,노랑 전통 추석 연휴 안내,2026-07-24,poster_ver_print,추석,386,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/11/30/knkl037xeum6cft3/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kfr899e4vyc8socq,베이지 전통 추석 행사,2026-07-24,social_media_square,추석,387,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/11/30/kfr899e4vyc8socq/json_thumb.webp,X,노출관측,중간,1.0
