수집일,템플릿ID,이름,썸네일날짜,카테고리,검색키워드,순위,페이지수,프리미엄,폭,높이,노출횟수,썸네일URL,노출후보플래그,신호라벨,신뢰도,판정규칙버전
2026-08-03,kxb0o48ne2yn0tcu,노랑 심플 가을 관련 이름 찾기 학습지,2026-07-27,general_document_ver,가을소풍,290,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/16/30/kxb0o48ne2yn0tcu/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kfutl0bys41l6zeh,주황 심플 가을맞이 세일 홍보,2026-07-27,social_media_square,가을소풍,19,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/30/kfutl0bys41l6zeh/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k9uykk0if6ddqfq4,브라운 심플한 가을 세일 홍보,2026-07-27,instagram_image_ver,가을소풍,203,,O,320,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/30/k9uykk0if6ddqfq4/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k55iixvscqh6w6og,주황 심플 가을 독서 추천서 안내,2026-07-27,web_post_ver_poster,가을소풍,224,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/30/k55iixvscqh6w6og/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kl2t80dw7sjwfdtp,베이지 심플 한가위 축제 안내,2026-07-27,poster_ver_print,가을소풍,261,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/30/kl2t80dw7sjwfdtp/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k9mpa71jzldww3s8,파스텔톤의 따뜻한 가족 컨셉,2026-07-27,calendar_desk_small,가을소풍,293,28,O,400,387,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/15/20/k9mpa71jzldww3s8/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kzt2916ophk1jppk,노랑 심플 가을 북크닉 안내,2026-07-27,banner,가을소풍,96,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/12/30/kzt2916ophk1jppk/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,krdkb2vyi3m63i24,노랑 아기자기한 가을 북크닉 독서 행사 안내,2026-07-27,web_post_square,가을소풍,156,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/12/30/krdkb2vyi3m63i24/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kx5fxmph8lzbs6lc,노랑 아기자기한 가을 북크닉 독서모임 안내,2026-07-27,banner,가을소풍,300,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/12/30/kx5fxmph8lzbs6lc/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kudhghvy5f4di6oe,주황 심플 가을 먹거리축제 행사,2026-07-27,placard_poster_ver,가을소풍,77,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/11/30/kudhghvy5f4di6oe/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kwv9r1kksp239wc7,주황색 아기자기한 단풍축제 홍보,2026-07-27,social_media_square,가을소풍,106,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/11/30/kwv9r1kksp239wc7/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k1w7s6h974cs7t6e,주황색 아기자기한 단풍축제 홍보,2026-07-27,web_post_hor_poster,가을소풍,120,,O,640,452,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/11/30/k1w7s6h974cs7t6e/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kv85widj3wtmhd2j,가을 감성 심플 안내,2026-07-27,card_news,가을소풍,68,5,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/10/30/kv85widj3wtmhd2j/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ks7vgstb0p8n9hfw,노랑 심플 가을 풍경 공지,2026-07-27,poster_ver_print,가을소풍,10,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/07/27/09/30/ks7vgstb0p8n9hfw/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kyq35wz1iire3e3i,하늘색 미니멀 가을 음악축제 안내,2026-07-27,placard_poster_ver,가을소풍,18,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/kyq35wz1iire3e3i/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k8bc2wdjr7lyctd3,주황 심플 가을 소풍 안내,2026-07-27,placard_poster_ver,가을소풍,29,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/k8bc2wdjr7lyctd3/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kit3x0ccagy1r6iw,갈색 빈티지 책 친구 모집 안내,2026-07-27,post_card_90_90,가을소풍,70,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/kit3x0ccagy1r6iw/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k3f8za28bexwk0uz,갈색 깔끔 가을 기획전 할인 행사,2026-07-27,placard_poster_ver,가을소풍,116,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/k3f8za28bexwk0uz/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k13fa4s4c499t741,주황색 심플 가을 독후감 대회 안내,2026-07-27,placard_poster_ver,가을소풍,139,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/k13fa4s4c499t741/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,knr69fzo277xwqqc,주황 심플 북페어 안내,2026-07-27,placard_poster_ver,가을소풍,157,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/knr69fzo277xwqqc/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kcjbun08pvlyc6gm,주황 심플 추석 연휴기간 쓰레기 수거 안내,2026-07-27,mobile_sub_img2,가을소풍,176,,O,1890,340,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/kcjbun08pvlyc6gm/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kt8ffnl7blaavlyk,주황 심플 가을 산행 안내,2026-07-27,mobile_sub_img2,가을소풍,193,,O,1280,230,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/kt8ffnl7blaavlyk/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kh2sfumb6sq9c1ym,갈색 모던 가을 음료 메뉴 홍보,2026-07-27,poster_ver_print,가을소풍,253,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/kh2sfumb6sq9c1ym/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kdmm43e43kz2d0ig,갈색 빈티지 책 친구 모집 안내,2026-07-27,banner,가을소풍,292,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/27/09/30/kdmm43e43kz2d0ig/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kx4kv7q5tcnpmyl1,노랑 모던 계절 포트폴리오,2026-07-24,calendar_desk_small,가을소풍,208,28,O,400,387,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/17/50/kx4kv7q5tcnpmyl1/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kq0un31thbc433sw,주황 심플 가을음악축제 안내,2026-07-24,placard_poster_ver,가을소풍,223,,O,282,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/16/30/kq0un31thbc433sw/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ksule6zae9ics675,밤 바스크 치즈케이크 포스터,2026-07-24,placard_poster_ver,가을소풍,249,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/16/30/ksule6zae9ics675/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k28winopyohmbyx9,주황색 기본 먹거리축제 안내,2026-07-24,placard_poster_ver,가을소풍,46,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/13/30/k28winopyohmbyx9/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kswnt8iut2egpzd2,갈색 한국적 가을사진 공모전 안내,2026-07-24,placard_poster_ver,가을소풍,49,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/13/30/kswnt8iut2egpzd2/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kas46fzpltznsomn,주황 심플 가을산행 안내,2026-07-24,placard_hor,가을소풍,150,,O,1280,230,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/13/30/kas46fzpltznsomn/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kgx7uh2bvauej2rc,갈색 빈티지 책 친구 모집 안내,2026-07-24,placard_square,가을소풍,280,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/13/30/kgx7uh2bvauej2rc/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k0fccjy75fk5nm93,주황 깔끔 비즈시 가을시 공모전 안내,2026-07-24,placard_poster_ver,가을소풍,190,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/24/09/30/k0fccjy75fk5nm93/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kbknyxqrbayhzk54,주황 심플 독후감 공모전 안내,2026-07-23,placard_poster_ver,가을소풍,4,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/23/13/30/kbknyxqrbayhzk54/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,koef6lhit7ydvd68,주황 깔끔 가을산행 안내,2026-07-23,placard_hor,가을소풍,5,,O,1280,230,1,https://file.miricanvas.com/template_json_thumb/2026/07/23/13/30/koef6lhit7ydvd68/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,khrfqs3ciwgm8yq0,노랑 아기자기한 가을 먹거리 축제 안내,2026-07-23,poster_ver_print,가을소풍,78,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/23/13/30/khrfqs3ciwgm8yq0/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,keafyj0v0sg3y57u,심플 가을 먹거리 축제 안내,2026-07-23,placard_poster_ver,가을소풍,97,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/23/09/30/keafyj0v0sg3y57u/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ktd47e3ydot1z4su,노랑 산뜻 가을감사예배 안내,2026-07-23,web_post_ver_poster,가을소풍,148,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/23/09/30/ktd47e3ydot1z4su/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ko6fmzheqfj9q4lo,하늘색 심플 가을감사예배 안내,2026-07-23,placard_poster_ver,가을소풍,210,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/23/09/30/ko6fmzheqfj9q4lo/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kafhz73jai2osjr4,노랑 심플 도시 홍보,2026-07-22,wall_calendar_1_2,가을소풍,161,15,O,198,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/22/17/20/kafhz73jai2osjr4/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k8e1qto55r1lsv98,주황 심플 가을 사진 공모전,2026-07-22,placard_poster_ver,가을소풍,146,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/22/13/30/k8e1qto55r1lsv98/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k0ek8ciuu011nwqd,주황색 아기자기한 추수감사예배 안내,2026-07-22,web_post_ver_poster,가을소풍,136,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/22/12/30/k0ek8ciuu011nwqd/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k7wpl66tcy9q8u5v,주황색 아기자기한 가을소풍 안내,2026-07-22,web_post_ver_poster,가을소풍,137,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/22/12/30/k7wpl66tcy9q8u5v/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kcbwugqgjrt8k9e5,주황 심플 추석연휴 택배송 안내,2026-07-22,web_post_square,가을소풍,158,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/22/12/30/kcbwugqgjrt8k9e5/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k9g6v5n7o71bzflf,주황색 아기자기한 가을소풍 안내,2026-07-22,web_post_hor_poster,가을소풍,202,,O,640,452,1,https://file.miricanvas.com/template_json_thumb/2026/07/22/12/30/k9g6v5n7o71bzflf/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,klxc50virjm0prm2,주황색 아기자기한 가을소풍 안내,2026-07-22,social_media_square,가을소풍,191,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/22/10/30/klxc50virjm0prm2/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k9hkri9stwmuciz0,주황 심플 가을 워크숍 안내,2026-07-22,placard_hor,가을소풍,250,,O,1280,230,1,https://file.miricanvas.com/template_json_thumb/2026/07/22/10/30/k9hkri9stwmuciz0/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k1p1l6fmry64rbkf,주황 아기자기한 가을 공모전 안내,2026-07-21,placard_poster_ver,가을소풍,80,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/21/18/30/k1p1l6fmry64rbkf/json_thumb.webp,X,노출관측,중간,1.0
